Iso3,Country,Year,Happiness Rank,Happiness Score,Health Expenditure (% GDP),Health Expenditure (per capita),GDP per Capita,Education Expenditure (% GDP),Adult Literacy %,Primary School Enrollment %,Secondary School Enrollment %,Tertiary School Enrollment %,Income Level,Region,longitude,latitude
GRC,Greece,2022,58,5.931,8.5,1768.11,20971.83,3.38,,101.19,106.22,166.67,High income,Europe & Central Asia,23.7166,37.9792
GRC,Greece,2023,64,5.934,,,23400.73,,,102.02,105.19,165.11,High income,Europe & Central Asia,23.7166,37.9792
GRC,Greece,2024,81,5.776,,,24752.11,,,,,,High income,Europe & Central Asia,23.7166,37.9792
GTM,Guatemala,2011,37,6.277,5.96,191.25,3168.98,2.97,,116.1,52.77,16.43,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248
GTM,Guatemala,2012,47,5.965,6.07,200.85,3286.62,3.01,78.26,111.65,53.12,16.88,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248
GTM,Guatemala,2014,43,6.123,5.89,217.24,3689.14,2.99,81.29,105.23,52.97,18.26,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248
GTM,Guatemala,2015,39,6.324,6.01,233.84,3893.51,3.03,80.2,103.76,54.89,21.96,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248
GTM,Guatemala,2016,28,6.454,6.07,246.45,4060.14,2.94,,101.35,54.43,,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248
GTM,Guatemala,2017,30,6.382,6.14,265.37,4325.0,2.95,,101.39,54.04,,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248
GTM,Guatemala,2018,27,6.436,6.11,265.82,4352.95,3.13,80.81,102.98,54.08,,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248
GTM,Guatemala,2019,29,6.399,6.17,278.59,4512.0,3.19,,101.98,52.56,22.56,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248
GTM,Guatemala,2020,30,6.435,6.46,289.22,4477.62,3.29,,101.5,51.8,,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248
GTM,Guatemala,2021,39,6.262,6.98,341.15,4912.62,3.09,,103.03,48.16,,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248
GTM,Guatemala,2022,43,6.15,7.44,396.08,5358.7,3.21,83.03,103.0,45.89,,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248
GTM,Guatemala,2023,42,6.287,,,5758.31,3.11,83.04,102.03,47.38,27.29,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248
GTM,Guatemala,2024,44,6.362,,,6150.03,,82.11,101.49,49.58,,Upper middle income,Latin America & Caribbean ,-90.5328,14.6248
GUY,Guyana,2011,45,5.993,4.17,186.11,4947.22,2.51,,104.95,101.13,11.27,High income,Latin America & Caribbean ,-58.1548,6.80461
HND,Honduras,2011,63,5.564,8.79,182.31,2073.66,,85.12,97.68,65.9,,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333
HND,Honduras,2012,84,5.142,8.66,184.04,2126.03,6.3,85.36,94.19,64.53,18.94,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333
HND,Honduras,2014,105,4.788,7.91,172.53,2179.88,7.09,87.2,89.4,49.48,19.72,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333
HND,Honduras,2015,103,4.871,7.48,169.97,2271.2,6.41,87.91,89.24,50.35,20.32,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333
HND,Honduras,2016,91,5.181,7.71,177.88,2307.34,6.1,88.99,88.65,51.05,21.0,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333
HND,Honduras,2017,72,5.504,7.01,169.07,2413.01,5.74,,87.11,51.01,24.56,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333
HND,Honduras,2018,59,5.86,7.23,178.15,2464.64,6.06,87.21,,,26.38,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333
HND,Honduras,2019,56,5.953,7.28,183.75,2502.33,5.98,88.51,85.36,64.35,25.32,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333
HND,Honduras,2020,59,5.919,9.04,212.74,2307.61,6.1,,83.66,58.43,,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333
HND,Honduras,2021,55,6.022,9.16,253.63,2735.15,5.88,,80.89,54.5,,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333
HND,Honduras,2022,53,6.023,8.28,251.04,3003.29,4.48,88.28,82.29,53.86,,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333
HND,Honduras,2023,61,5.968,,,3227.46,4.55,87.09,82.55,54.5,,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333
HND,Honduras,2024,63,5.964,,,3426.43,,88.25,78.97,51.76,,Lower middle income,Latin America & Caribbean ,-87.4667,15.1333
HRV,Croatia,2011,58,5.623,7.64,1132.5,14695.0,4.11,,98.09,99.27,59.34,High income,Europe & Central Asia,15.9614,45.8069
HRV,Croatia,2012,58,5.661,7.65,1029.97,13508.68,,,98.72,99.35,62.03,High income,Europe & Central Asia,15.9614,45.8069
HRV,Croatia,2014,62,5.759,6.58,909.37,14187.97,,,98.91,102.53,68.64,High income,Europe & Central Asia,15.9614,45.8069
HRV,Croatia,2015,74,5.488,6.65,795.51,12285.3,,,99.49,102.98,68.44,High income,Europe & Central Asia,15.9614,45.8069
HRV,Croatia,2016,77,5.293,6.68,840.9,12821.17,,,98.79,103.72,69.59,High income,Europe & Central Asia,15.9614,45.8069
HRV,Croatia,2017,82,5.321,6.61,902.63,13902.63,3.87,,99.23,104.21,71.38,High income,Europe & Central Asia,15.9614,45.8069
HRV,Croatia,2018,75,5.432,6.69,1024.62,15460.42,3.92,,98.88,104.96,72.86,High income,Europe & Central Asia,15.9614,45.8069
HRV,Croatia,2019,79,5.505,6.74,1040.09,15563.82,3.95,,99.0,105.14,74.05,High income,Europe & Central Asia,15.9614,45.8069
HRV,Croatia,2020,60,5.882,7.65,1094.53,14808.46,4.41,,99.49,105.59,74.74,High income,Europe & Central Asia,15.9614,45.8069
HRV,Croatia,2021,47,6.125,8.01,1384.12,17789.93,4.09,,99.74,105.88,78.01,High income,Europe & Central Asia,15.9614,45.8069
HRV,Croatia,2022,48,6.125,7.22,1344.19,18466.1,,,100.53,105.58,80.76,High income,Europe & Central Asia,15.9614,45.8069
HRV,Croatia,2023,63,5.942,,,21865.46,,,101.16,105.03,81.18,High income,Europe & Central Asia,15.9614,45.8069
HRV,Croatia,2024,72,5.87,,,23931.45,,,,,,High income,Europe & Central Asia,15.9614,45.8069
HTI,Haiti,2011,150,3.789,5.91,77.12,1312.04,,,,,,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392
HTI,Haiti,2012,126,4.341,5.56,75.09,1361.39,,74.03,,,,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392
HTI,Haiti,2014,119,4.518,4.52,65.11,1460.19,1.75,,,,,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392
HTI,Haiti,2015,135,4.028,5.08,68.51,1411.13,1.85,,,,,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392
HTI,Haiti,2016,145,3.603,4.81,60.07,1318.4,1.39,,183.99,,,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392
HTI,Haiti,2017,148,3.582,3.82,53.81,1395.24,1.5,68.01,,,,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392
HTI,Haiti,2018,147,3.597,4.32,62.3,1496.38,1.64,,,,,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392
HTI,Haiti,2019,142,3.721,3.91,49.33,1352.17,1.08,,,,,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392
HTI,Haiti,2020,143,3.615,3.22,44.43,1290.33,1.11,,,,,Lower middle income,Latin America & Caribbean ,-72.3288,18.5392
HUN,Hungary,2011,96,4.943,7.48,1063.43,14211.46,4.56,,100.1,103.08,60.0,High income,Europe & Central Asia,19.0408,47.4984
HUN,Hungary,2012,110,4.775,7.41,961.14,12950.16,4.14,,101.07,101.23,60.68,High income,Europe & Central Asia,19.0408,47.4984
HUN,Hungary,2014,104,4.8,7.05,1006.16,14352.5,4.6,,101.31,105.84,52.82,High income,Europe & Central Asia,19.0408,47.4984
HUN,Hungary,2015,91,5.145,6.85,870.52,12782.94,4.5,,100.83,104.55,50.07,High income,Europe & Central Asia,19.0408,47.4984
HUN,Hungary,2016,75,5.324,6.99,914.19,13215.86,4.62,,99.03,104.05,49.48,High income,Europe & Central Asia,19.0408,47.4984
HUN,Hungary,2017,69,5.62,6.74,985.07,14736.17,4.65,,98.43,104.29,49.91,High income,Europe & Central Asia,19.0408,47.4984
HUN,Hungary,2018,62,5.758,6.58,1080.45,16605.06,4.62,,96.75,103.75,50.9,High income,Europe & Central Asia,19.0408,47.4984
HUN,Hungary,2019,53,6.0,6.28,1054.28,17012.86,4.22,,96.62,102.56,52.36,High income,Europe & Central Asia,19.0408,47.4984
HUN,Hungary,2020,53,5.992,7.29,1172.84,16386.93,4.15,,97.17,101.99,54.6,High income,Europe & Central Asia,19.0408,47.4984
HUN,Hungary,2021,51,6.086,7.38,1381.62,19030.63,4.68,,101.46,99.7,56.53,High income,Europe & Central Asia,19.0408,47.4984
HUN,Hungary,2022,51,6.041,6.69,1224.43,18483.64,3.81,,103.48,102.91,58.07,High income,Europe & Central Asia,19.0408,47.4984
HUN,Hungary,2023,56,6.017,6.36,1407.49,22312.18,,,103.57,105.42,56.59,High income,Europe & Central Asia,19.0408,47.4984
HUN,Hungary,2024,69,5.915,,,23310.75,,,,,,High income,Europe & Central Asia,19.0408,47.4984
IDN,Indonesia,2011,83,5.159,2.99,107.01,3579.46,3.19,92.81,114.68,78.13,25.03,Upper middle income,East Asia & Pacific,106.83,-6.19752
IDN,Indonesia,2012,76,5.348,2.91,105.85,3632.27,3.41,,115.2,80.09,29.04,Upper middle income,East Asia & Pacific,106.83,-6.19752
IDN,Indonesia,2014,74,5.399,2.96,102.0,3441.07,3.29,95.12,109.66,83.56,29.99,Upper middle income,East Asia & Pacific,106.83,-6.19752
IDN,Indonesia,2015,78,5.314,2.92,96.16,3288.22,3.58,95.22,107.98,87.84,32.46,Upper middle income,East Asia & Pacific,106.83,-6.19752
IDN,Indonesia,2016,81,5.262,3.02,106.4,3521.47,1.21,95.38,105.92,87.82,34.83,Upper middle income,East Asia & Pacific,106.83,-6.19752
IDN,Indonesia,2017,96,5.093,2.9,110.33,3798.88,1.05,,104.38,90.95,35.97,Upper middle income,East Asia & Pacific,106.83,-6.19752
IDN,Indonesia,2018,92,5.192,2.87,110.72,3860.95,0.99,95.66,103.3,92.81,36.15,Upper middle income,East Asia & Pacific,106.83,-6.19752
IDN,Indonesia,2019,84,5.286,2.88,118.22,4106.95,0.96,,101.26,94.95,37.32,Upper middle income,East Asia & Pacific,106.83,-6.19752
IDN,Indonesia,2020,82,5.345,3.42,131.82,3853.7,1.02,96.0,100.95,96.93,38.17,Upper middle income,East Asia & Pacific,106.83,-6.19752
IDN,Indonesia,2021,87,5.24,3.71,158.9,4287.17,1.03,,100.31,97.84,40.63,Upper middle income,East Asia & Pacific,106.83,-6.19752
IDN,Indonesia,2022,83,5.277,2.69,127.44,4730.83,0.86,,98.7,97.82,42.33,Upper middle income,East Asia & Pacific,106.83,-6.19752
IDN,Indonesia,2023,80,5.568,,,4876.31,1.28,,98.16,96.0,44.88,Upper middle income,East Asia & Pacific,106.83,-6.19752
IDN,Indonesia,2024,83,5.617,,,4925.43,,,100.04,98.84,,Upper middle income,East Asia & Pacific,106.83,-6.19752
IND,India,2011,94,4.975,3.25,48.18,1445.46,3.8,69.3,110.08,67.13,23.27,Lower middle income,South Asia,77.225,28.6353
IND,India,2012,111,4.772,3.33,48.45,1429.32,3.87,69.84,112.38,69.81,24.73,Lower middle income,South Asia,77.225,28.6353
IND,India,2014,117,4.565,3.62,56.35,1553.88,3.9,,112.36,74.89,25.75,Lower middle income,South Asia,77.225,28.6353
IND,India,2015,117,4.404,3.6,58.12,1584.0,4.11,,113.54,74.61,27.06,Lower middle income,South Asia,77.225,28.6353
IND,India,2016,122,4.315,3.5,59.73,1707.51,4.25,,119.99,75.94,27.09,Lower middle income,South Asia,77.225,28.6353
IND,India,2017,133,4.19,2.94,56.67,1950.1,4.31,,118.32,74.67,27.73,Lower middle income,South Asia,77.225,28.6353
IND,India,2018,140,4.015,2.86,57.47,1966.25,4.36,73.7,101.44,76.0,28.35,Lower middle income,South Asia,77.225,28.6353
IND,India,2019,144,3.573,2.95,60.69,2041.43,3.9,74.91,99.91,75.87,28.8,Lower middle income,South Asia,77.225,28.6353
IND,India,2020,139,3.819,3.34,63.83,1907.04,4.29,75.54,102.04,77.98,29.56,Lower middle income,South Asia,77.225,28.6353
IND,India,2021,136,3.777,3.35,75.55,2239.61,4.63,76.07,103.2,80.84,31.32,Lower middle income,South Asia,77.225,28.6353
IND,India,2022,126,4.036,3.31,79.52,2347.45,4.1,76.32,112.07,81.66,32.45,Lower middle income,South Asia,77.225,28.6353
IND,India,2023,126,4.054,,,2530.12,,81.7,113.16,79.33,34.01,Lower middle income,South Asia,77.225,28.6353
IND,India,2024,118,4.389,,,2696.66,,,120.52,78.11,34.42,Lower middle income,South Asia,77.225,28.6353
IRL,Ireland,2011,10,7.284,10.6,5545.76,52692.78,5.77,,103.38,115.83,67.8,High income,Europe & Central Asia,-6.26749,53.3441
IRL,Ireland,2012,18,7.076,10.62,5210.36,49411.74,5.71,,102.12,117.75,68.2,High income,Europe & Central Asia,-6.26749,53.3441
IRL,Ireland,2014,18,6.94,9.49,5316.27,57278.26,4.74,,101.54,116.74,73.81,High income,Europe & Central Asia,-6.26749,53.3441
IRL,Ireland,2015,19,6.907,7.32,4575.94,64311.82,3.62,,101.18,116.99,77.23,High income,Europe & Central Asia,-6.26749,53.3441
IRL,Ireland,2016,15,6.977,7.48,4726.31,64192.94,3.66,,101.34,117.03,77.56,High income,Europe & Central Asia,-6.26749,53.3441
IRL,Ireland,2017,14,6.977,7.11,5010.26,72198.11,3.38,,100.85,125.31,77.78,High income,Europe & Central Asia,-6.26749,53.3441
IRL,Ireland,2018,16,7.021,6.48,5187.06,80738.96,3.3,,101.03,154.91,77.28,High income,Europe & Central Asia,-6.26749,53.3441
IRL,Ireland,2019,16,7.094,6.72,5462.73,81810.19,3.23,,100.98,138.09,75.18,High income,Europe & Central Asia,-6.26749,53.3441
IRL,Ireland,2020,15,7.085,7.06,6098.27,86622.51,3.19,,101.37,135.22,74.68,High income,Europe & Central Asia,-6.26749,53.3441
IRL,Ireland,2021,13,7.041,6.6,6764.26,103961.98,2.9,,99.98,135.25,78.78,High income,Europe & Central Asia,-6.26749,53.3441
IRL,Ireland,2022,14,6.911,6.12,6448.02,105234.51,,,99.62,133.15,76.6,High income,Europe & Central Asia,-6.26749,53.3441
IRL,Ireland,2023,17,6.838,,,103887.8,,,,,,High income,Europe & Central Asia,-6.26749,53.3441
IRL,Ireland,2024,15,6.889,,,107316.34,,,,,,High income,Europe & Central Asia,-6.26749,53.3441
IRQ,Iraq,2011,98,4.882,2.8,161.9,5775.54,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302
IRQ,Iraq,2012,105,4.817,2.69,174.48,6477.6,,77.2,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302
IRQ,Iraq,2014,112,4.677,2.79,178.98,6249.39,,82.2,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302
IRQ,Iraq,2015,111,4.575,3.16,149.08,4440.14,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302
IRQ,Iraq,2016,117,4.497,4.59,199.89,4334.42,,83.3,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302
IRQ,Iraq,2017,117,4.456,4.04,197.24,4759.28,,85.6,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302
IRQ,Iraq,2018,126,4.437,4.13,232.87,5646.69,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302
IRQ,Iraq,2019,110,4.785,4.28,241.74,5671.86,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302
IRQ,Iraq,2020,111,4.854,5.76,248.05,4295.19,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302
IRQ,Iraq,2021,107,4.941,5.25,251.6,4868.49,,84.06,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302
IRQ,Iraq,2022,98,4.941,4.29,254.62,6520.73,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302
IRQ,Iraq,2023,92,5.166,,,5965.32,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302
IRQ,Iraq,2024,101,4.976,,,6073.61,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",44.394,33.3302
ISL,Iceland,2011,20,6.888,8.25,3937.32,47714.59,6.79,,98.76,109.71,79.92,High income,Europe & Central Asia,-21.8952,64.1353
ISL,Iceland,2012,9,7.355,8.23,3784.38,45995.55,7.58,,98.83,113.52,79.58,High income,Europe & Central Asia,-21.8952,64.1353
ISL,Iceland,2014,2,7.561,8.29,4522.91,54576.74,7.64,,98.77,120.63,80.4,High income,Europe & Central Asia,-21.8952,64.1353
ISL,Iceland,2015,3,7.501,8.13,4303.84,52951.68,7.46,,98.69,119.81,75.64,High income,Europe & Central Asia,-21.8952,64.1353
ISL,Iceland,2016,3,7.504,8.16,5053.52,61987.93,7.43,,98.95,117.12,74.7,High income,Europe & Central Asia,-21.8952,64.1353
ISL,Iceland,2017,4,7.495,8.32,5992.05,72010.15,7.58,,98.86,115.74,71.34,High income,Europe & Central Asia,-21.8952,64.1353
ISL,Iceland,2018,4,7.494,8.44,6280.04,74452.19,7.56,,98.89,114.65,69.34,High income,Europe & Central Asia,-21.8952,64.1353
ISL,Iceland,2019,4,7.504,8.64,5912.01,68452.24,7.6,,98.81,112.03,70.61,High income,Europe & Central Asia,-21.8952,64.1353
ISL,Iceland,2020,4,7.554,9.68,5692.89,59023.57,8.58,,98.56,110.49,74.59,High income,Europe & Central Asia,-21.8952,64.1353
ISL,Iceland,2021,3,7.557,9.79,6722.42,69178.4,8.21,,98.57,115.16,86.52,High income,Europe & Central Asia,-21.8952,64.1353
ISL,Iceland,2022,3,7.53,9.29,6851.63,75121.02,7.29,,98.51,112.59,84.99,High income,Europe & Central Asia,-21.8952,64.1353
ISL,Iceland,2023,3,7.525,8.99,7196.91,79960.1,,,98.22,108.91,76.52,High income,Europe & Central Asia,-21.8952,64.1353
ISL,Iceland,2024,3,7.515,,,82703.86,,,,,,High income,Europe & Central Asia,-21.8952,64.1353
ISR,Israel,2011,14,7.199,6.84,2442.29,34522.52,5.44,,97.63,96.31,61.95,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717
ISR,Israel,2012,11,7.301,6.98,2405.18,33321.43,5.58,,98.52,96.29,63.59,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717
ISR,Israel,2014,11,7.278,7.05,2804.23,38343.3,5.71,,97.29,96.33,62.11,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717
ISR,Israel,2015,11,7.267,7.02,2645.79,36213.1,5.81,,97.76,96.34,60.82,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717
ISR,Israel,2016,11,7.213,7.1,2783.82,37671.54,5.82,,97.13,96.79,60.45,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717
ISR,Israel,2017,11,7.19,7.18,3074.45,41138.47,6.02,,96.93,96.29,59.07,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717
ISR,Israel,2018,13,7.139,7.23,3199.42,42362.67,6.09,,96.49,96.66,57.39,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717
ISR,Israel,2019,14,7.129,7.17,3335.25,44250.63,6.08,,96.27,96.3,55.94,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717
ISR,Israel,2020,12,7.157,7.7,3616.5,44575.57,6.5,,96.37,96.14,56.43,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717
ISR,Israel,2021,9,7.364,7.67,4190.61,52270.9,6.17,,96.25,96.93,58.99,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717
ISR,Israel,2022,4,7.473,7.34,4223.87,54949.62,5.93,,96.31,96.59,57.64,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717
ISR,Israel,2023,5,7.341,,,52003.72,,,96.49,96.47,55.84,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717
ISR,Israel,2024,8,7.234,,,54176.68,,,,,,High income,"Middle East, North Africa, Afghanistan & Pakistan",35.2035,31.7717
ITA,Italy,2011,28,6.578,8.77,3391.99,38432.37,4.09,98.85,100.3,101.6,64.25,High income,Europe & Central Asia,12.4823,41.8955
ITA,Italy,2012,45,6.021,8.78,3086.3,34854.39,4.03,,100.03,100.45,62.34,High income,Europe & Central Asia,12.4823,41.8955
ITA,Italy,2014,50,5.948,8.87,3154.28,36028.35,4.04,,100.75,101.12,60.88,High income,Europe & Central Asia,12.4823,41.8955
ITA,Italy,2015,50,5.977,8.86,2675.67,30639.88,4.05,,100.37,101.23,60.94,High income,Europe & Central Asia,12.4823,41.8955
ITA,Italy,2016,48,5.964,8.73,2699.73,31391.57,3.8,,99.81,100.74,61.36,High income,Europe & Central Asia,12.4823,41.8955
ITA,Italy,2017,47,6.0,8.68,2809.72,32844.12,4.03,,102.8,101.01,62.7,High income,Europe & Central Asia,12.4823,41.8955
ITA,Italy,2018,36,6.223,8.68,3002.76,34904.11,4.24,,102.89,101.53,64.48,High income,Europe & Central Asia,12.4823,41.8955
ITA,Italy,2019,30,6.387,8.66,2910.65,33812.79,4.08,99.35,102.96,101.74,65.69,High income,Europe & Central Asia,12.4823,41.8955
ITA,Italy,2020,28,6.483,9.62,3062.1,32091.49,4.42,,102.64,101.84,68.72,High income,Europe & Central Asia,12.4823,41.8955
ITA,Italy,2021,31,6.467,9.34,3399.86,36852.54,4.17,,101.09,101.83,71.27,High income,Europe & Central Asia,12.4823,41.8955
ITA,Italy,2022,33,6.405,9.03,3134.68,35653.9,4.07,,101.56,101.35,73.9,High income,Europe & Central Asia,12.4823,41.8955
ITA,Italy,2023,41,6.324,8.52,3228.44,39065.42,,,103.57,100.68,75.95,High income,Europe & Central Asia,12.4823,41.8955
ITA,Italy,2024,40,6.415,,,40226.05,,,,,,High income,Europe & Central Asia,12.4823,41.8955
JAM,Jamaica,2011,40,6.208,5.24,274.11,5232.64,6.27,,97.67,91.54,24.77,Upper middle income,Latin America & Caribbean ,-76.792,17.9927
JAM,Jamaica,2012,75,5.374,4.89,260.91,5340.83,6.11,,97.34,,27.07,Upper middle income,Latin America & Caribbean ,-76.792,17.9927
JAM,Jamaica,2014,65,5.709,5.17,257.0,4975.11,6.02,,93.97,86.37,,Upper middle income,Latin America & Caribbean ,-76.792,17.9927
JAM,Jamaica,2015,73,5.51,5.62,284.77,5062.9,5.46,,92.1,85.35,26.23,Upper middle income,Latin America & Caribbean ,-76.792,17.9927
JAM,Jamaica,2016,76,5.311,5.7,285.61,5009.79,5.31,,93.14,87.94,,Upper middle income,Latin America & Caribbean ,-76.792,17.9927
JAM,Jamaica,2017,56,5.89,6.15,323.37,5259.31,5.26,,91.36,84.24,,Upper middle income,Latin America & Caribbean ,-76.792,17.9927
JAM,Jamaica,2018,56,5.89,5.97,332.9,5578.1,5.41,,94.91,83.76,,Upper middle income,Latin America & Caribbean ,-76.792,17.9927
JAM,Jamaica,2019,60,5.89,6.1,341.91,5607.24,5.16,,93.23,85.76,,Upper middle income,Latin America & Caribbean ,-76.792,17.9927
JAM,Jamaica,2020,37,6.309,6.63,323.3,4879.44,5.38,,90.95,81.53,,Upper middle income,Latin America & Caribbean ,-76.792,17.9927
JAM,Jamaica,2021,63,5.85,7.19,371.14,5165.34,5.63,,92.38,85.81,,Upper middle income,Latin America & Caribbean ,-76.792,17.9927
JAM,Jamaica,2022,68,5.703,7.78,468.35,6022.15,5.35,,93.27,82.86,,Upper middle income,Latin America & Caribbean ,-76.792,17.9927
JAM,Jamaica,2023,67,5.842,,,6839.73,5.65,,87.74,85.44,,Upper middle income,Latin America & Caribbean ,-76.792,17.9927
JAM,Jamaica,2024,72,5.87,,,7019.75,5.51,,,,,Upper middle income,Latin America & Caribbean ,-76.792,17.9927
JOR,Jordan,2011,54,5.706,8.15,321.59,3946.86,3.6,95.9,90.37,87.59,37.42,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.9263,31.9497
JOR,Jordan,2012,74,5.414,7.82,325.98,4169.5,3.64,97.89,90.93,87.23,43.92,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",35.9263,31.9497
